,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,ApplicantIncome_scaled,CoapplicantIncome_scaled,Dependents_scaled,LoanAmount_scaled,Loan_status
27,LP001073,Male,Yes,2,Not Graduate,No,4226,1040.0,110.0,360.0,1.0,Urban,0.05217283950617284,0.024959800321597427,0.6666666666666666,0.14616497829232994,0
28,LP001086,Male,No,0,Not Graduate,No,1442,0.0,35.0,360.0,1.0,Urban,0.017802469135802468,0.0,0.0,0.03762662807525326,1
29,LP001087,Female,No,2,Graduate,No,3750,2083.0,120.0,360.0,1.0,Semiurban,0.046296296296296294,0.049991600067199465,0.6666666666666666,0.1606367583212735,0
30,LP001091,Male,Yes,1,Graduate,No,4166,3369.0,201.0,360.0,1.0,Urban,0.051432098765432095,0.08085535315717474,0.3333333333333333,0.2778581765557163,1
31,LP001095,Male,No,0,Graduate,No,3167,0.0,74.0,360.0,1.0,Urban,0.03909876543209876,0.0,0.0,0.09406657018813314,1
32,LP001097,Male,No,1,Graduate,Yes,4692,0.0,106.0,360.0,1.0,Rural,0.05792592592592592,0.0,0.3333333333333333,0.1403762662807525,1
33,LP001098,Male,Yes,0,Graduate,No,3500,1667.0,114.0,360.0,1.0,Semiurban,0.043209876543209874,0.04000767993856049,0.0,0.15195369030390735,1
34,LP001100,Male,No,3,Graduate,No,12500,3000.0,320.0,360.0,1.0,Rural,0.15432098765432098,0.07199942400460796,1.0,0.4500723589001447,0
35,LP001106,Male,Yes,0,Graduate,No,2275,2067.0,130.0,360.0,1.0,Urban,0.028086419753086418,0.04960760313917489,0.0,0.17510853835021706,1
36,LP001109,Male,Yes,0,Graduate,No,1828,1330.0,100.0,360.0,0.0,Urban,0.0225679012345679,0.03191974464204286,0.0,0.13169319826338638,1
37,LP001112,Female,Yes,0,Graduate,No,3667,1459.0,144.0,360.0,1.0,Semiurban,0.0452716049382716,0.03501571987424101,0.0,0.19536903039073802,1
38,LP001114,Male,No,0,Graduate,No,4166,7210.0,184.0,360.0,1.0,Urban,0.051432098765432095,0.17303861569107448,0.0,0.2532561505065123,0
39,LP001116,Male,No,0,Not Graduate,No,3748,1668.0,110.0,360.0,1.0,Semiurban,0.0462716049382716,0.04003167974656203,0.0,0.14616497829232994,1
40,LP001119,Male,No,0,Graduate,No,3600,0.0,80.0,360.0,1.0,Urban,0.04444444444444444,0.0,0.0,0.10274963820549927,1
41,LP001120,Male,No,0,Graduate,No,1800,1213.0,47.0,360.0,1.0,Urban,0.02222222222222222,0.029111767105863152,0.0,0.05499276410998552,1
42,LP001123,Male,Yes,0,Graduate,No,2400,0.0,75.0,360.0,1.0,Urban,0.029629629629629627,0.0,0.0,0.0955137481910275,1
43,LP001131,Male,Yes,0,Graduate,No,3941,2336.0,134.0,360.0,1.0,Semiurban,0.04865432098765432,0.056063551491588065,0.0,0.18089725036179446,1
44,LP001136,Male,Yes,0,Not Graduate,Yes,4695,0.0,96.0,360.0,1.0,Urban,0.05796296296296296,0.0,0.0,0.12590448625180894,1
45,LP001137,Female,No,0,Graduate,No,3410,0.0,88.0,360.0,1.0,Urban,0.04209876543209876,0.0,0.0,0.11432706222865412,1
46,LP001138,Male,Yes,1,Graduate,No,5649,0.0,44.0,360.0,1.0,Urban,0.06974074074074074,0.0,0.3333333333333333,0.05065123010130246,0
47,LP001144,Male,Yes,0,Graduate,No,5821,0.0,144.0,360.0,1.0,Urban,0.07186419753086419,0.0,0.0,0.19536903039073802,1
48,LP001146,Female,Yes,0,Graduate,No,2645,3440.0,120.0,360.0,0.0,Urban,0.03265432098765432,0.0825593395252838,0.0,0.1606367583212735,1
49,LP001151,Female,No,0,Graduate,No,4000,2275.0,144.0,360.0,1.0,Semiurban,0.04938271604938271,0.05459956320349437,0.0,0.19536903039073802,1
50,LP001155,Female,Yes,0,Not Graduate,No,1928,1644.0,100.0,360.0,1.0,Semiurban,0.023802469135802466,0.039455684354525164,0.0,0.13169319826338638,1
51,LP001157,Female,No,0,Graduate,No,3086,0.0,120.0,360.0,1.0,Semiurban,0.038098765432098766,0.0,0.0,0.1606367583212735,1
52,LP001164,Female,No,0,Graduate,No,4230,0.0,112.0,360.0,1.0,Semiurban,0.05222222222222222,0.0,0.0,0.14905933429811866,1
53,LP001179,Male,Yes,2,Graduate,No,4616,0.0,134.0,360.0,1.0,Urban,0.05698765432098765,0.0,0.6666666666666666,0.18089725036179446,0
54,LP001186,Female,Yes,1,Graduate,Yes,11500,0.0,286.0,360.0,0.0,Urban,0.1419753086419753,0.0,0.3333333333333333,0.4008683068017366,0
55,LP001194,Male,Yes,2,Graduate,No,2708,1167.0,97.0,360.0,1.0,Semiurban,0.0334320987654321,0.0280077759377925,0.6666666666666666,0.12735166425470332,0
56,LP001195,Male,Yes,0,Graduate,No,2132,1591.0,96.0,360.0,1.0,Semiurban,0.026320987654320987,0.038183694530443756,0.0,0.12590448625180894,1
57,LP001197,Male,Yes,0,Graduate,No,3366,2200.0,135.0,360.0,1.0,Rural,0.041555555555555554,0.05279957760337917,0.0,0.18234442836468884,1
58,LP001198,Male,Yes,1,Graduate,No,8080,2250.0,180.0,360.0,1.0,Urban,0.09975308641975308,0.05399956800345597,0.3333333333333333,0.24746743849493485,0
59,LP001199,Male,Yes,2,Not Graduate,No,3357,2859.0,144.0,360.0,1.0,Urban,0.041444444444444443,0.06861545107639139,0.6666666666666666,0.19536903039073802,0
60,LP001205,Male,Yes,0,Graduate,No,2500,3796.0,120.0,360.0,1.0,Urban,0.030864197530864196,0.09110327117383062,0.0,0.1606367583212735,1
61,LP001206,Male,Yes,3,Graduate,No,3029,0.0,99.0,360.0,1.0,Urban,0.03739506172839506,0.0,1.0,0.130246020260492,0
62,LP001207,Male,Yes,0,Not Graduate,Yes,2609,3449.0,165.0,180.0,0.0,Rural,0.03220987654320987,0.08277533779729762,0.0,0.22575976845151952,1
63,LP001213,Male,Yes,1,Graduate,No,4945,0.0,130.0,360.0,0.0,Rural,0.06104938271604938,0.0,0.3333333333333333,0.17510853835021706,1
64,LP001222,Female,No,0,Graduate,No,4166,0.0,116.0,360.0,0.0,Semiurban,0.051432098765432095,0.0,0.0,0.15484804630969606,1
65,LP001225,Male,Yes,0,Graduate,No,5726,4595.0,258.0,360.0,1.0,Semiurban,0.07069135802469136,0.11027911776705786,0.0,0.3603473227206946,0
66,LP001228,Male,No,0,Not Graduate,No,3200,2254.0,126.0,180.0,0.0,Urban,0.03950617283950617,0.05409556723546212,0.0,0.16931982633863962,1
67,LP001233,Male,Yes,1,Graduate,No,10750,0.0,312.0,360.0,1.0,Urban,0.13271604938271603,0.0,0.3333333333333333,0.4384949348769898,0
68,LP001238,Male,Yes,3,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,0.08765432098765431,0.0,1.0,0.16787264833574528,0
69,LP001241,Female,No,0,Graduate,No,4300,0.0,136.0,360.0,0.0,Semiurban,0.053086419753086415,0.0,0.0,0.18379160636758318,1
70,LP001243,Male,Yes,0,Graduate,No,3208,3066.0,172.0,360.0,1.0,Urban,0.03960493827160494,0.07358341133270933,0.0,0.23589001447178,1
71,LP001245,Male,Yes,2,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,0.023148148148148147,0.044999640002879975,0.6666666666666666,0.12735166425470332,0
72,LP001248,Male,No,0,Graduate,No,3500,0.0,81.0,300.0,1.0,Semiurban,0.043209876543209874,0.0,0.0,0.10419681620839363,1
73,LP001250,Male,Yes,3,Not Graduate,No,4755,0.0,95.0,360.0,0.0,Semiurban,0.0587037037037037,0.0,1.0,0.12445730824891461,0
74,LP001253,Male,Yes,3,Graduate,Yes,5266,1774.0,187.0,360.0,1.0,Semiurban,0.06501234567901235,0.042575659394724845,1.0,0.2575976845151953,0
75,LP001255,Male,No,0,Graduate,No,3750,0.0,113.0,480.0,1.0,Urban,0.046296296296296294,0.0,0.0,0.150506512301013,1
76,LP001256,Male,No,0,Graduate,No,3750,4750.0,176.0,360.0,1.0,Urban,0.046296296296296294,0.11399908800729594,0.0,0.24167872648335742,1
77,LP001259,Male,Yes,1,Graduate,Yes,1000,3022.0,110.0,360.0,1.0,Urban,0.012345679012345678,0.07252741978064176,0.3333333333333333,0.14616497829232994,1
78,LP001263,Male,Yes,3,Graduate,No,3167,4000.0,180.0,300.0,0.0,Semiurban,0.03909876543209876,0.09599923200614395,1.0,0.24746743849493485,0
79,LP001264,Male,Yes,3,Not Graduate,Yes,3333,2166.0,130.0,360.0,1.0,Semiurban,0.04114814814814815,0.05198358413132695,1.0,0.17510853835021706,0
80,LP001265,Female,No,0,Graduate,No,3846,0.0,111.0,360.0,1.0,Semiurban,0.04748148148148148,0.0,0.0,0.14761215629522428,1
81,LP001266,Male,Yes,1,Graduate,Yes,2395,0.0,150.0,360.0,1.0,Semiurban,0.0295679012345679,0.0,0.3333333333333333,0.20405209840810418,0
82,LP001267,Female,Yes,2,Graduate,No,1378,1881.0,167.0,360.0,1.0,Urban,0.017012345679012345,0.04514363885088919,0.6666666666666666,0.22865412445730823,0
83,LP001273,Male,Yes,0,Graduate,No,6000,2250.0,265.0,360.0,1.0,Semiurban,0.07407407407407407,0.05399956800345597,0.0,0.3704775687409551,0
84,LP001275,Male,Yes,1,Graduate,No,3988,0.0,50.0,240.0,1.0,Urban,0.049234567901234566,0.0,0.3333333333333333,0.059334298118668596,1
85,LP001279,Male,No,0,Graduate,No,2366,2531.0,136.0,360.0,1.0,Semiurban,0.029209876543209876,0.06074351405188758,0.0,0.18379160636758318,1
86,LP001280,Male,Yes,2,Not Graduate,No,3333,2000.0,99.0,360.0,1.0,Semiurban,0.04114814814814815,0.047999616003071975,0.6666666666666666,0.130246020260492,0
87,LP001282,Male,Yes,0,Graduate,No,2500,2118.0,104.0,360.0,1.0,Semiurban,0.030864197530864196,0.05083159334725322,0.0,0.1374819102749638,1
88,LP001289,Male,No,0,Graduate,No,8566,0.0,210.0,360.0,1.0,Urban,0.10575308641975308,0.0,0.0,0.29088277858176553,1
89,LP001310,Male,Yes,0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,0.07030864197530864,0.10000719994240047,0.0,0.24023154848046308,1
90,LP001316,Male,Yes,0,Graduate,No,2958,2900.0,131.0,360.0,1.0,Semiurban,0.03651851851851852,0.06959944320445437,0.0,0.1765557163531114,1
91,LP001318,Male,Yes,2,Graduate,No,6250,5654.0,188.0,180.0,1.0,Semiurban,0.07716049382716049,0.1356949144406845,0.6666666666666666,0.25904486251808967,0
92,LP001319,Male,Yes,2,Not Graduate,No,3273,1820.0,81.0,360.0,1.0,Urban,0.040407407407407406,0.0436796505627955,0.6666666666666666,0.10419681620839363,0
93,LP001322,Male,No,0,Graduate,No,4133,0.0,122.0,360.0,1.0,Semiurban,0.05102469135802469,0.0,0.0,0.16353111432706222,1
94,LP001325,Male,No,0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,0.044691358024691354,0.0,0.0,0.023154848046309698,1
95,LP001326,Male,No,0,Graduate,No,6782,0.0,130.0,360.0,1.0,Urban,0.08372839506172838,0.0,0.0,0.17510853835021706,1
96,LP001327,Female,Yes,0,Graduate,No,2484,2302.0,137.0,360.0,1.0,Semiurban,0.030666666666666665,0.05524755801953585,0.0,0.18523878437047755,1
97,LP001333,Male,Yes,0,Graduate,No,1977,997.0,50.0,360.0,1.0,Semiurban,0.024407407407407405,0.02392780857753138,0.0,0.059334298118668596,1
98,LP001334,Male,Yes,0,Not Graduate,No,4188,0.0,115.0,180.0,1.0,Semiurban,0.0517037037037037,0.0,0.0,0.15340086830680172,1
99,LP001343,Male,Yes,0,Graduate,No,1759,3541.0,131.0,360.0,1.0,Semiurban,0.021716049382716048,0.08498332013343893,0.0,0.1765557163531114,1
100,LP001345,Male,Yes,2,Not Graduate,No,4288,3263.0,133.0,180.0,1.0,Urban,0.05293827160493827,0.07831137350901193,0.6666666666666666,0.17945007235890012,0
101,LP001349,Male,No,0,Graduate,No,4843,3806.0,151.0,360.0,1.0,Semiurban,0.05979012345679012,0.09134326925384598,0.0,0.20549927641099852,1
102,LP001350,Male,Yes,0,Graduate,No,13650,0.0,130.0,360.0,1.0,Urban,0.1685185185185185,0.0,0.0,0.17510853835021706,0
103,LP001356,Male,Yes,0,Graduate,No,4652,3583.0,130.0,360.0,1.0,Semiurban,0.057432098765432094,0.08599131206950344,0.0,0.17510853835021706,1
104,LP001357,Male,Yes,0,Graduate,No,3816,754.0,160.0,360.0,1.0,Urban,0.04711111111111111,0.018095855233158136,0.0,0.21852387843704774,1
105,LP001367,Male,Yes,1,Graduate,No,3052,1030.0,100.0,360.0,1.0,Urban,0.03767901234567901,0.024719802241582066,0.3333333333333333,0.13169319826338638,1
106,LP001369,Male,Yes,2,Graduate,No,11417,1126.0,225.0,360.0,1.0,Urban,0.1409506172839506,0.027023783809729522,0.6666666666666666,0.3125904486251809,0
107,LP001370,Male,No,0,Not Graduate,No,7333,0.0,120.0,360.0,1.0,Rural,0.09053086419753086,0.0,0.0,0.1606367583212735,1
108,LP001379,Male,Yes,2,Graduate,No,3800,3600.0,216.0,360.0,0.0,Urban,0.046913580246913576,0.08639930880552955,0.6666666666666666,0.29956584659913166,0
109,LP001384,Male,Yes,3,Not Graduate,No,2071,754.0,94.0,480.0,1.0,Semiurban,0.0255679012345679,0.018095855233158136,1.0,0.12301013024602024,0
110,LP001385,Male,No,0,Graduate,No,5316,0.0,136.0,360.0,1.0,Urban,0.06562962962962962,0.0,0.0,0.18379160636758318,1
111,LP001387,Female,Yes,0,Graduate,No,2929,2333.0,139.0,360.0,1.0,Semiurban,0.036160493827160495,0.05599155206758346,0.0,0.18813314037626624,1
112,LP001391,Male,Yes,0,Not Graduate,No,3572,4114.0,152.0,360.0,0.0,Rural,0.044098765432098765,0.09873521011831905,0.0,0.2069464544138929,1
113,LP001392,Female,No,1,Graduate,Yes,7451,0.0,150.0,360.0,1.0,Semiurban,0.09198765432098766,0.0,0.3333333333333333,0.20405209840810418,0
114,LP001398,Male,No,0,Graduate,No,5050,0.0,118.0,360.0,1.0,Semiurban,0.062345679012345674,0.0,0.0,0.15774240231548478,1
115,LP001401,Male,Yes,1,Graduate,No,14583,0.0,185.0,180.0,1.0,Rural,0.18003703703703702,0.0,0.3333333333333333,0.25470332850940663,0
116,LP001404,Female,Yes,0,Graduate,No,3167,2283.0,154.0,360.0,1.0,Semiurban,0.03909876543209876,0.054791561667506664,0.0,0.20984081041968158,1
117,LP001405,Male,Yes,1,Graduate,No,2214,1398.0,85.0,360.0,1.0,Urban,0.02733333333333333,0.03355173158614731,0.3333333333333333,0.10998552821997105,1
118,LP001421,Male,Yes,0,Graduate,No,5568,2142.0,175.0,360.0,1.0,Rural,0.06874074074074074,0.051407588739290085,0.0,0.24023154848046308,1
119,LP001422,Female,No,0,Graduate,No,10408,0.0,259.0,360.0,1.0,Urban,0.12849382716049382,0.0,0.0,0.361794500723589,0
120,LP001426,Male,Yes,0,Graduate,No,5667,2667.0,180.0,360.0,1.0,Rural,0.06996296296296296,0.06400748794009647,0.0,0.24746743849493485,1
121,LP001430,Female,No,0,Graduate,No,4166,0.0,44.0,360.0,1.0,Semiurban,0.051432098765432095,0.0,0.0,0.05065123010130246,1
122,LP001431,Female,No,0,Graduate,No,2137,8980.0,137.0,360.0,0.0,Semiurban,0.026382716049382714,0.21551827585379318,0.0,0.18523878437047755,0
123,LP001432,Male,Yes,2,Graduate,No,2957,0.0,81.0,360.0,1.0,Semiurban,0.03650617283950617,0.0,0.6666666666666666,0.10419681620839363,0
124,LP001439,Male,Yes,0,Not Graduate,No,4300,2014.0,194.0,360.0,1.0,Rural,0.053086419753086415,0.04833561331509348,0.0,0.26772793053545585,1
125,LP001443,Female,No,0,Graduate,No,3692,0.0,93.0,360.0,1.0,Rural,0.045580246913580244,0.0,0.0,0.1215629522431259,1
126,LP001448,Male,Yes,3,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,0.2938641975308642,0.0,1.0,0.5224312590448625,0
127,LP001449,Male,No,0,Graduate,No,3865,1640.0,130.0,360.0,1.0,Rural,0.04771604938271605,0.03935968512251902,0.0,0.17510853835021706,1
128,LP001451,Male,Yes,1,Graduate,Yes,10513,3850.0,160.0,180.0,0.0,Urban,0.1297901234567901,0.09239926080591356,0.3333333333333333,0.21852387843704774,0
129,LP001465,Male,Yes,0,Graduate,No,6080,2569.0,182.0,360.0,1.0,Rural,0.07506172839506173,0.06165550675594595,0.0,0.25036179450072354,1
130,LP001469,Male,No,0,Graduate,Yes,20166,0.0,650.0,480.0,1.0,Urban,0.24896296296296294,0.0,0.0,0.9276410998552822,0
131,LP001473,Male,No,0,Graduate,No,2014,1929.0,74.0,360.0,1.0,Urban,0.024864197530864197,0.04629562963496292,0.0,0.09406657018813314,1
132,LP001478,Male,No,0,Graduate,No,2718,0.0,70.0,360.0,1.0,Semiurban,0.033555555555555554,0.0,0.0,0.08827785817655572,1
133,LP001482,Male,Yes,0,Graduate,Yes,3459,0.0,25.0,120.0,1.0,Semiurban,0.0427037037037037,0.0,0.0,0.023154848046309698,1
134,LP001487,Male,No,0,Graduate,No,4895,0.0,102.0,360.0,1.0,Semiurban,0.060432098765432096,0.0,0.0,0.1345875542691751,1
135,LP001488,Male,Yes,3,Graduate,No,4000,7750.0,290.0,360.0,1.0,Semiurban,0.04938271604938271,0.1859985120119039,1.0,0.406657018813314,0
136,LP001489,Female,Yes,0,Graduate,No,4583,0.0,84.0,360.0,1.0,Rural,0.05658024691358025,0.0,0.0,0.1085383502170767,1
137,LP001491,Male,Yes,2,Graduate,Yes,3316,3500.0,88.0,360.0,1.0,Urban,0.04093827160493827,0.08399932800537596,0.6666666666666666,0.11432706222865412,0
138,LP001492,Male,No,0,Graduate,No,14999,0.0,242.0,360.0,0.0,Semiurban,0.18517283950617283,0.0,0.0,0.3371924746743849,0
139,LP001493,Male,Yes,2,Not Graduate,No,4200,1430.0,129.0,360.0,1.0,Rural,0.05185185185185185,0.03431972544219646,0.6666666666666666,0.17366136034732269,0
140,LP001497,Male,Yes,2,Graduate,No,5042,2083.0,185.0,360.0,1.0,Rural,0.06224691358024691,0.049991600067199465,0.6666666666666666,0.25470332850940663,0
141,LP001498,Male,No,0,Graduate,No,5417,0.0,168.0,360.0,1.0,Urban,0.06687654320987654,0.0,0.0,0.23010130246020258,1
142,LP001504,Male,No,0,Graduate,Yes,6950,0.0,175.0,180.0,1.0,Semiurban,0.08580246913580246,0.0,0.0,0.24023154848046308,1
143,LP001507,Male,Yes,0,Graduate,No,2698,2034.0,122.0,360.0,1.0,Semiurban,0.03330864197530864,0.0488156094751242,0.0,0.16353111432706222,1
144,LP001508,Male,Yes,2,Graduate,No,11757,0.0,187.0,180.0,1.0,Urban,0.14514814814814814,0.0,0.6666666666666666,0.2575976845151953,0
145,LP001514,Female,Yes,0,Graduate,No,2330,4486.0,100.0,360.0,1.0,Semiurban,0.02876543209876543,0.10766313869489044,0.0,0.13169319826338638,1
146,LP001516,Female,Yes,2,Graduate,No,14866,0.0,70.0,360.0,1.0,Urban,0.18353086419753084,0.0,0.6666666666666666,0.08827785817655572,0
147,LP001518,Male,Yes,1,Graduate,No,1538,1425.0,30.0,360.0,1.0,Urban,0.018987654320987653,0.03419972640218878,0.3333333333333333,0.030390738060781478,1
148,LP001519,Female,No,0,Graduate,No,10000,1666.0,225.0,360.0,1.0,Rural,0.12345679012345678,0.03998368013055895,0.0,0.3125904486251809,0
149,LP001520,Male,Yes,0,Graduate,No,4860,830.0,125.0,360.0,1.0,Semiurban,0.06,0.01991984064127487,0.0,0.16787264833574528,1
150,LP001528,Male,No,0,Graduate,No,6277,0.0,118.0,360.0,0.0,Rural,0.07749382716049383,0.0,0.0,0.15774240231548478,1
151,LP001529,Male,Yes,0,Graduate,Yes,2577,3750.0,152.0,360.0,1.0,Rural,0.03181481481481481,0.08999928000575995,0.0,0.2069464544138929,1
152,LP001531,Male,No,0,Graduate,No,9166,0.0,244.0,360.0,1.0,Urban,0.1131604938271605,0.0,0.0,0.34008683068017365,0
153,LP001532,Male,Yes,2,Not Graduate,No,2281,0.0,113.0,360.0,1.0,Rural,0.02816049382716049,0.0,0.6666666666666666,0.150506512301013,0
154,LP001535,Male,No,0,Graduate,No,3254,0.0,50.0,360.0,1.0,Urban,0.040172839506172835,0.0,0.0,0.059334298118668596,1
155,LP001536,Male,Yes,3,Graduate,No,39999,0.0,600.0,180.0,0.0,Semiurban,0.49381481481481476,0.0,1.0,0.8552821997105644,0
156,LP001541,Male,Yes,1,Graduate,No,6000,0.0,160.0,360.0,1.0,Rural,0.07407407407407407,0.0,0.3333333333333333,0.21852387843704774,1
157,LP001543,Male,Yes,1,Graduate,No,9538,0.0,187.0,360.0,1.0,Urban,0.11775308641975309,0.0,0.3333333333333333,0.2575976845151953,0
158,LP001546,Male,No,0,Graduate,No,2980,2083.0,120.0,360.0,1.0,Rural,0.03679012345679012,0.049991600067199465,0.0,0.1606367583212735,1
159,LP001552,Male,Yes,0,Graduate,No,4583,5625.0,255.0,360.0,1.0,Semiurban,0.05658024691358025,0.13499892000863994,0.0,0.35600578871201155,0
160,LP001560,Male,Yes,0,Not Graduate,No,1863,1041.0,98.0,360.0,1.0,Semiurban,0.023,0.024983800129598964,0.0,0.12879884225759766,1
161,LP001562,Male,Yes,0,Graduate,No,7933,0.0,275.0,360.0,1.0,Urban,0.09793827160493826,0.0,0.0,0.38494934876989867,0
162,LP001565,Male,Yes,1,Graduate,No,3089,1280.0,121.0,360.0,0.0,Semiurban,0.0381358024691358,0.030719754241966064,0.3333333333333333,0.16208393632416784,1
163,LP001570,Male,Yes,2,Graduate,No,4167,1447.0,158.0,360.0,1.0,Rural,0.05144444444444444,0.03472772217822257,0.6666666666666666,0.21562952243125902,0
164,LP001572,Male,Yes,0,Graduate,No,9323,0.0,75.0,180.0,1.0,Urban,0.11509876543209877,0.0,0.0,0.0955137481910275,0
165,LP001574,Male,Yes,0,Graduate,No,3707,3166.0,182.0,360.0,1.0,Rural,0.04576543209876543,0.07598339213286294,0.0,0.25036179450072354,1
166,LP001577,Female,Yes,0,Graduate,No,4583,0.0,112.0,360.0,1.0,Rural,0.05658024691358025,0.0,0.0,0.14905933429811866,1
167,LP001578,Male,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,1.0,Rural,0.03011111111111111,0.07999136006911944,0.0,0.17366136034732269,1
168,LP001579,Male,No,0,Graduate,No,2237,0.0,63.0,480.0,0.0,Semiurban,0.027617283950617282,0.0,0.0,0.07814761215629522,1
169,LP001580,Male,Yes,2,Graduate,No,8000,0.0,200.0,360.0,1.0,Semiurban,0.09876543209876543,0.0,0.6666666666666666,0.276410998552822,0
170,LP001581,Male,Yes,0,Not Graduate,No,1820,1769.0,95.0,360.0,1.0,Rural,0.022469135802469134,0.042455660354717165,0.0,0.12445730824891461,1
171,LP001585,Male,Yes,3,Graduate,No,51763,0.0,700.0,300.0,1.0,Urban,0.6390493827160494,0.0,1.0,1.0,0
